A,B,C,D,E,F,G,H,I,J,K,Name
54.8564728,30.99674095,1.038241013,82.18983647,8.023506258,12.69354828,54.72981809,45.51927182,23.38846204,51.93368856,9.37771955,Baxan
82.11733791,40.53200616,33.70791451,58.20645786,18.99824199,66.38754435,58.72988705,72.63958882,20.36069097,42.94841862,11.48488787,Choluteco
42.13663142,74.19891271,62.97369474,0.677217862,23.47436587,50.68107783,66.31514435,45.22051816,18.5869731,65.38120665,13.44265694,Eugene
40.07526144,43.86461157,12.28277713,62.84367918,2.381775789,56.46277929,47.61209548,35.68633851,17.57656624,40.16866588,10.9811917,Baxan
61.70761875,78.33567962,55.00825011,45.59397758,21.44748285,64.16702712,91.94262568,70.0143316,11.56774477,73.01565679,12.69040919,Eugene
43.99664279,44.35388618,8.531163275,48.27279944,1.529053737,2.737910188,50.03166789,30.47077911,5.757450999,50.96845244,10.34350355,Baxan
77.80671909,41.92402057,42.62849742,36.62256116,20.18020464,56.71165309,58.7420009,71.64628625,6.930460192,43.2760045,11.51564542,Choluteco
49.89971519,47.20235746,57.27269008,4.271943313,20.32148775,70.22944106,57.89813157,48.40559489,19.25658569,74.26692724,11.94866508,Eugene
28.86679024,31.59020802,95.76241269,67.22380742,11.29013624,66.56588071,86.54254343,23.7338885,3.726837826,59.97702616,10.81577265,Albukerke
57.11751605,16.55685463,58.17610249,63.66403854,25.03101476,58.98478342,27.80344879,14.65126068,17.7137763,67.62024753,8.751832009,Dum
10.70817556,32.40147605,5.476066859,65.33778079,9.210948363,35.26689443,63.031441,41.95958103,2.026218952,44.67149657,10.45750458,Baxan
24.05765381,33.61048838,8.305274602,60.64454948,5.358636394,45.46600046,62.94286163,40.65982036,23.11908649,44.02723256,9.767737,Baxan
69.4950493,21.26363876,66.49144875,73.60978861,25.48207676,53.42246186,29.35287196,23.39088314,20.92864847,60.8035973,8.02723346,Dum
67.23901593,20.94660166,74.88965184,71.27229058,40.29241094,58.66721672,27.64594878,15.79481088,8.959773102,66.77614161,9.249224097,Dum
72.69087348,17.42156844,68.47580456,62.82138643,26.8439149,59.29987207,10.97846884,22.04418221,11.238753,71.62710519,8.202322633,Dum
73.94330201,21.89210331,66.28893529,63.60363711,32.00526795,50.10814597,6.971524007,65.40743901,20.62608399,69.81060325,8.397433398,Dum
38.17699806,19.13497827,96.54033425,69.44638264,11.24293926,68.13726825,98.47455245,21.89797668,18.44789796,59.48413876,11.34000748,Albukerke
58.48570733,56.59276714,62.09039033,24.37559839,19.20772205,52.25852036,55.35002336,69.57512741,19.31000086,75.99586697,12.29689012,Eugene
62.60175588,16.20709187,57.99646333,67.95053067,47.4523741,51.10226101,29.45256127,58.42793911,11.89431598,62.37753042,9.023614332,Dum
56.778808,16.65833093,60.75295557,66.04843549,18.39920539,54.69781513,35.39780025,87.99731852,22.89716508,69.30049484,8.136329775,Dum
84.38051073,43.25841466,41.26781302,36.81003809,22.45289164,72.94237319,57.59241349,66.6381811,7.252443068,48.03470818,11.24718726,Choluteco
66.38929331,46.84579018,61.89169964,15.59068064,19.25826796,65.65536709,74.68056578,74.38249962,13.6096644,72.87992619,11.84255047,Eugene
71.63466893,77.245522,54.14784469,32.70937863,18.26154131,56.98032336,76.62224814,42.99387073,12.49468358,72.52517192,11.55311956,Eugene
70.33465956,18.44518769,68.29979163,71.17801579,38.11671836,59.44708061,39.29493956,92.8276951,23.88846359,55.92378252,8.422692639,Dum
42.43032608,33.67940237,98.16548838,69.34223551,11.33263314,67.8845375,72.18026856,13.5053839,3.544529831,50.95313776,10.30673301,Albukerke
71.36696253,24.40056888,64.81932599,65.02525468,44.7185765,57.08495594,47.09431563,49.54894635,21.27841527,55.55016565,8.906864934,Dum
72.18059302,23.63605503,53.87132108,70.62926596,45.19347657,57.01730115,13.59618755,97.66466314,15.14131764,53.33935876,9.920062771,Dum
56.01665726,71.17790085,45.66524978,2.692603613,20.70543919,62.84188552,72.59099677,49.2449706,20.06621846,64.91542702,13.09805173,Eugene
76.94588914,42.16158106,42.47083429,38.0848477,0.634303674,65.9328741,55.50130675,50.84332546,2.173134499,49.32262901,12.9318385,Choluteco
84.24645121,40.77879266,46.27791148,49.84708329,22.12043299,67.59265745,56.24274076,50.44542515,21.93324041,40.42243204,12.24552969,Choluteco
31.08017327,19.21552765,99.13432616,64.55088018,17.13663572,64.65741216,67.67586456,2.811687892,25.4040916,48.15771672,10.66224468,Albukerke
30.47757134,20.60121615,98.23885306,62.16740606,17.37997905,61.38062255,50.19816605,11.47987059,11.19447136,50.84254374,10.49231667,Albukerke
21.54443982,40.12290704,7.722520861,69.15798229,2.219294408,40.54717974,53.82721443,47.76017583,18.57514434,56.92940368,9.229827806,Baxan
72.6090613,18.39447593,55.16845224,62.71076177,32.85487779,52.68954061,39.92696201,93.40373606,4.715673334,66.19633971,8.954130173,Dum
69.59366554,22.26135969,45.99156661,65.69428368,47.91871087,58.99713799,32.16761176,73.63021774,9.779048899,73.47291823,8.793639091,Dum
81.57102767,42.20834807,33.46444828,32.98688086,5.40960558,73.28911934,56.83330071,58.30809395,8.132624458,46.12354801,12.73823691,Choluteco
39.22668162,75.22746298,64.83649044,30.23512848,20.38798928,74.85927108,59.87449753,73.93568309,14.40622006,63.16450136,11.57023103,Eugene
59.74843107,38.63313136,1.492493696,82.80943663,14.07925865,70.63845847,61.1898822,36.44418889,20.46548054,57.91439153,10.6976284,Baxan
56.87520567,72.9116129,55.67318135,56.05526219,15.21327337,58.45363895,54.28402717,56.11385946,17.50711781,71.53262998,11.38598916,Eugene
54.83627734,33.08764734,11.05684304,91.15983841,10.4217681,72.41037165,60.38311927,34.68013942,16.25454018,58.42281287,10.071844,Baxan
48.59801685,79.92558222,54.59545474,8.873039734,23.6986439,59.12686903,51.00004682,57.69996242,18.25975407,65.52521815,11.01734912,Eugene
61.9353248,23.01533857,55.19548192,69.20324714,13.01858053,57.97987595,18.49253257,28.1976021,6.797301401,73.13337367,9.793970274,Dum
30.68316986,34.86315511,96.39454192,69.3431659,14.72266727,67.21168899,55.77084254,24.80879787,18.30367398,62.65301061,11.54959101,Albukerke
55.48387722,15.43675184,70.14202352,70.36182686,19.29656914,51.1146801,40.6794758,5.000686553,18.22112774,72.47309586,8.13258152,Dum
62.67233418,21.1141134,56.73836302,69.59097306,25.78553921,57.57229194,42.95834365,39.04899268,12.70057698,50.18947236,8.110057553,Dum
39.60414837,34.25156032,96.91123315,60.24620093,11.57457448,66.31799684,0.877683805,1.843701727,23.022659,63.70695079,11.54265039,Albukerke
57.09960026,24.82717984,53.82141228,70.38144053,31.89249278,51.7386125,3.989217515,36.59911223,23.11917113,64.87179061,8.24803992,Dum
56.30798706,21.40759752,60.39067704,73.37179069,41.96682471,53.34754907,4.534707766,17.62926454,5.168556163,63.96559266,8.060051888,Dum
75.90096644,44.01408798,29.97956915,42.07769104,8.779509036,55.38393464,58.56063681,66.93270632,9.767638097,43.65271089,12.99489743,Choluteco
40.2675047,57.2758462,50.06342552,6.381392764,23.50128817,46.25171784,68.75705588,27.19981787,10.76258863,77.74233793,13.08272844,Eugene
40.13993083,66.50350306,61.56446244,0.140309026,19.73390823,58.69252074,93.84472739,34.64181135,15.23106245,73.02692284,13.58133895,Eugene
38.71952345,46.75078527,47.42630235,7.397328988,23.24289864,47.80408512,51.47743672,37.89485217,13.17708411,68.72249505,12.03537494,Eugene
56.41217716,72.85591314,50.7642873,43.64764797,15.0300096,69.14481521,64.58673236,26.46506851,12.99402768,85.72701574,12.05050405,Eugene
56.53205846,24.28105492,71.27580866,67.0424039,40.51517704,59.06029511,20.8306156,26.99404396,17.16566577,51.46186564,8.790127777,Dum
48.64369194,26.6253248,98.21829682,62.21799284,10.25782138,61.46450811,81.10639313,1.60105105,28.87379732,47.301069,11.04164556,Albukerke
55.15964978,70.92611352,57.9476414,6.117910932,16.80285553,49.95887503,62.18793149,38.3900218,17.60940891,70.89357658,11.99048761,Eugene
65.97309462,24.28042175,47.71185784,70.15438766,19.10356038,54.09701446,43.53322566,76.37566033,6.934318922,51.64728638,8.084259665,Dum
46.2577269,16.78800599,99.88071104,66.78662864,13.11598786,69.07454053,57.40854351,9.717712775,16.00099582,57.16415705,10.18408836,Albukerke
55.87499289,44.77206642,9.789264678,64.65498273,12.47758643,73.75802357,60.37594152,36.99533842,9.725509511,55.88892414,9.844243248,Baxan
41.93481461,32.28484917,10.97434331,90.29472684,5.428659253,32.44022834,53.38628878,25.88893277,12.57360366,66.83848249,10.83153216,Baxan
68.5408054,67.69228175,54.75939011,51.41859413,19.03427643,67.36737632,82.11311198,65.38089068,20.21215674,80.15631108,11.50115606,Eugene
33.06592416,34.60265616,96.37263455,62.21182784,11.87237884,60.88905855,69.86418745,6.592083761,20.6234122,57.64495276,10.46642278,Albukerke
57.74219997,23.75595255,58.68967585,69.19282305,45.81838614,52.4371029,45.29396534,1.696003606,4.018972425,54.48899777,9.255665046,Dum
78.02708404,42.74206436,48.07070061,64.59143507,0.101674532,56.65026092,56.83638627,55.14386511,11.1837428,45.70798445,11.53162573,Choluteco
36.15437046,25.4286656,95.95312569,62.91922509,10.86822849,69.02558553,65.0628732,20.55700222,4.165979381,48.27186809,10.94840228,Albukerke
77.76317152,42.24741419,29.10241809,23.87304847,6.39388694,66.63126792,58.65559407,55.23147344,7.281955332,40.99262695,11.05476963,Choluteco
49.10370124,22.12010744,99.13167314,62.38943479,16.49668698,66.41597733,42.72082282,3.957130527,24.03221169,56.96888367,11.32438363,Albukerke
56.17432792,16.34306997,72.48128859,60.15137154,29.04687528,52.42356812,21.34910216,70.96288416,24.3380633,59.77604395,8.320291452,Dum
42.98482396,38.04458147,9.884571844,49.07477951,8.335016451,46.11790355,46.87831774,36.12103484,27.92730971,62.59429978,10.07488849,Baxan
78.50098352,44.10325704,43.97120003,76.49078101,24.34783789,71.54997973,59.24806754,57.70873166,5.805211599,40.31983721,11.38690246,Choluteco
11.15149541,33.12849813,3.917319488,76.15102615,2.876388374,2.929321994,57.2226397,27.7699027,17.07574287,57.9050713,9.286889961,Baxan
80.07793753,41.98408154,38.06526782,23.52119707,17.44257994,69.73228926,58.21882623,70.63872623,33.21942681,49.83564063,11.12781447,Choluteco
83.73367787,44.55596045,42.73626896,52.87054796,13.42973468,64.2158128,57.60385514,69.26858193,9.6948116,44.14246966,11.54400398,Choluteco
31.20154578,38.89553397,5.367896346,70.80234823,1.900214764,66.32242259,46.83564295,26.25035229,26.12744955,36.74190301,10.1203769,Baxan
36.98532873,25.33673292,96.47068194,69.74562073,13.42601356,66.44383054,36.8538529,8.125463941,26.25327641,64.24893687,11.54575944,Albukerke
49.35015152,33.3403942,98.45608993,63.90361023,10.23576673,62.14815644,43.29629403,20.41333,0.88003813,46.42234996,11.50103169,Albukerke
10.97537219,41.30095561,0.332118892,61.2152072,1.854388567,64.28847386,47.52532091,30.61928638,6.193218195,53.47763518,9.994755058,Baxan
68.11264227,17.8546056,48.95181779,70.96949585,33.52622172,53.89330424,21.79664877,35.00858261,22.3497908,64.63245226,8.035945195,Dum
51.41205252,37.17933322,14.06453311,59.33602762,9.954258437,44.0527867,45.51011505,25.92516955,26.8548025,60.67061717,9.689978103,Baxan
10.05642283,31.92655183,4.178740458,97.54469477,6.109483768,23.03919539,63.99110077,49.01601623,26.51659219,60.02019456,10.6486393,Baxan
55.42508476,61.26716042,51.87955519,22.80718533,22.06009389,68.46420736,70.13558899,33.58213828,8.295219038,81.3273406,12.65946369,Eugene
22.19294725,30.82651647,5.339371937,57.21110368,5.542597725,47.01911618,62.50646774,29.90582857,3.798915639,37.86400553,9.277125009,Baxan
32.40030854,37.09293805,5.508120742,65.12422698,13.45364901,48.76815775,46.10920002,49.08009825,20.08577642,56.98482216,9.64378388,Baxan
69.4747991,47.29834493,63.86015867,56.07284399,17.25960579,59.88673422,71.29823483,67.08206686,18.43586102,63.27767939,12.62977514,Eugene
68.70468406,23.47956826,49.18959312,73.03782095,39.66118308,54.9807223,23.78385353,67.94197403,17.47945405,59.56402915,9.373751367,Dum
30.45938893,19.63315488,96.74502658,69.59135567,14.48732564,63.9496247,46.26843992,13.51697373,13.05672566,57.86266449,11.33877572,Albukerke
32.76705314,19.25969885,99.7237177,65.28062528,17.1214282,66.24288654,32.00754428,5.830305085,15.10652644,61.19155067,10.63662673,Albukerke
33.11379712,17.7543028,98.85655272,67.26301955,16.21814126,67.45849075,67.40676621,23.23892003,12.15330795,49.54942659,10.66822836,Albukerke
55.08015869,70.79338939,71.71530113,27.59597517,15.17278383,57.39298298,97.25903172,51.15631601,5.292757519,67.02732887,13.15900726,Eugene
58.87525099,58.08492402,45.48046875,2.336613416,20.29839129,49.4600338,54.5664783,61.86888011,13.51565328,73.00103171,12.74280773,Eugene
46.43272463,42.53448293,0.168755816,79.04549602,1.679553864,20.56334691,57.48238374,26.56033307,28.4970569,69.28296112,9.025484384,Baxan
13.71482444,34.90007721,0.366682874,83.01814287,13.68270169,22.70368555,53.06133921,37.75724265,27.01533879,51.52892857,9.508543939,Baxan
29.09253685,21.36094088,98.36894578,68.88340041,19.29868999,64.15700451,57.45304848,16.61968945,0.056950409,47.13315744,10.53774817,Albukerke
62.0795881,15.09781697,46.45852842,68.26211563,22.33948664,58.76826655,22.26577856,94.2952037,15.35366543,65.60425199,8.000959116,Dum
79.93396295,44.15572536,28.92716927,38.12983847,2.144377709,67.03756825,58.08694981,72.85390023,9.21720222,41.78379263,11.64255859,Choluteco
49.41903608,16.45395414,99.99231816,62.34264288,16.94074625,66.81176145,8.396604878,21.48813709,23.96847527,61.25048945,10.99146352,Albukerke
38.07867758,72.82414844,47.15117789,7.092394879,21.81740302,64.96546968,51.98430839,68.60663507,9.207483928,60.99128498,12.15808655,Eugene
44.90597354,56.87702294,54.865087,41.85227752,17.59538786,56.33969304,70.79331489,35.23448006,9.67242447,84.24573023,13.89039346,Eugene
79.87259463,40.3282196,35.33867016,78.9308279,3.40550484,66.31195164,57.32697815,52.59717163,3.541208158,42.82753804,12.03787998,Choluteco
55.52412763,24.71596777,71.20150566,70.25274354,13.91715964,51.04604795,19.65992913,86.70837563,21.12800863,68.44429636,8.775325665,Dum
34.41123756,28.50821817,98.30376947,66.80258238,14.91801444,63.25976365,41.60137304,19.45141989,16.69219069,61.54991539,10.56126874,Albukerke
59.89889304,24.31118607,45.90561046,64.12771694,21.51751785,51.36019062,37.86432198,71.9766641,14.82039725,56.99651753,9.607122326,Dum
27.00543582,32.57603444,99.11295857,69.97668517,16.14132239,67.72179147,27.45172679,13.51401454,24.37222185,51.60810795,11.30776862,Albukerke
46.47251899,34.01644357,9.373689289,63.56869079,6.859073085,10.51876768,51.12096866,42.73169741,28.06895549,44.8223986,10.58725696,Baxan
22.74436633,43.16757853,1.945803146,78.52507021,11.55816575,53.51929658,59.34552868,29.2136485,8.71021167,41.75415324,9.090932181,Baxan
32.57425544,28.30901241,97.81501278,63.32141237,14.14535422,61.7109344,40.88694345,24.53437635,7.762764548,57.00649891,10.59889216,Albukerke
57.93555445,38.18930883,8.212206072,53.14277306,3.15063566,32.84392075,50.4376603,45.59841807,12.67549575,43.34386791,9.392507555,Baxan
30.07313834,29.16315664,97.12131647,64.76188977,15.6477637,68.90713862,91.82060757,23.79108261,7.493692806,61.68211439,11.01700725,Albukerke
44.07995867,18.01523093,97.41948605,65.83551852,19.46443456,65.71697077,20.22272508,5.889469909,27.48488162,52.67869941,10.20812699,Albukerke
84.31854988,44.30454593,39.03134557,51.47451948,4.127345841,72.98917501,56.80352425,68.35680215,4.760553888,46.42408596,12.23536782,Choluteco
59.02285395,16.13057823,72.15015429,63.38595004,35.41864565,50.06304292,41.46372884,66.02867258,4.903757274,61.84679221,8.852077589,Dum
76.00974541,44.11367543,32.66019072,29.61971767,1.816281099,67.49940755,56.83514971,68.00450603,18.32814391,44.12872156,12.22152292,Choluteco
81.96201002,43.94124778,41.90451506,33.81598308,3.647312275,61.55493422,56.91346838,50.46525736,19.98605622,45.86640551,11.09311417,Choluteco
29.94606623,30.25693366,97.21939291,69.49387657,18.10921264,65.58097917,76.56911505,12.02883676,11.80270121,62.88338766,11.31919234,Albukerke
26.59831356,28.46315484,96.72385649,61.57325653,18.9301456,65.63871709,5.140350957,24.92945724,16.97592231,46.71657994,11.58055334,Albukerke
56.1490422,24.83963351,74.94202709,60.35810912,42.44378889,57.94511398,24.66152042,52.3852941,7.103978461,57.01687801,9.169577439,Dum
60.07057533,15.8427442,65.39549101,72.20390523,47.77273876,59.54091006,47.51628955,26.40082859,18.16599491,68.87889432,9.593734319,Dum
44.80477147,22.43497398,98.97374849,62.56822992,18.46716989,60.66340726,1.951642048,13.97375235,25.12853964,63.2522004,10.50338374,Albukerke
67.63313662,19.10179065,45.13806374,60.18968672,28.09975651,57.77003427,1.887789404,69.43759159,8.016388579,71.58965299,8.163536118,Dum
82.31178241,40.20417024,30.93267508,20.80723035,10.8955161,66.31292873,56.46451382,67.02411781,11.35180989,48.67594681,11.71626804,Choluteco
47.38400921,26.43273735,99.00559986,60.32522115,10.80284885,61.49153228,40.43716408,11.74129854,3.772000363,52.85846551,10.83727725,Albukerke
30.10734858,40.21171175,5.027945594,95.81523308,13.82281277,58.65930869,48.8974137,46.87840987,26.65715573,72.8057832,9.738026138,Baxan
51.93599356,71.50574644,73.34829806,34.11780325,19.1065159,65.67849831,91.09831849,30.01608564,7.041984992,76.72635209,12.29963001,Eugene
64.44000676,66.61350889,50.05209725,26.2524222,21.28036,48.11608503,74.57543982,45.22330709,18.36174087,60.89813274,13.5981975,Eugene
70.31195692,58.99681211,72.30536182,6.317527626,18.21503244,58.16972875,92.66073336,27.78502348,15.95946018,71.94277916,12.61823594,Eugene
56.94219464,52.40347069,70.81335935,27.5362804,24.78492841,45.24813123,80.41045212,56.97418744,11.93821224,60.81258073,13.35263282,Eugene
31.98043982,21.91978444,99.88952775,67.5542203,17.07520835,62.72351296,27.77966502,23.5384559,13.39409836,56.23473185,11.75731593,Albukerke
63.80381336,23.68173209,69.80677811,65.34117624,44.19479195,54.65782313,4.420056131,31.66164084,20.01882607,57.8513974,8.533408313,Dum
67.32369827,24.38866923,49.51839725,74.71577691,47.17120958,51.8885466,41.40413735,49.60131939,5.945672119,56.93448338,8.759287666,Dum
64.95999813,24.05293702,47.94755344,73.13022395,15.64673663,55.55481211,7.25583181,50.84416894,16.58690384,62.98415463,8.67060445,Dum
40.11802257,34.81518281,99.78777253,64.0698053,13.27855664,60.52923496,78.99249423,2.257565738,8.652585061,62.08455076,11.49532885,Albukerke
83.75448121,44.62209125,39.98945513,45.54340235,11.76007276,61.84292211,57.80107114,63.10677297,17.03478616,45.12359785,11.91262005,Choluteco
70.56620143,75.92756668,46.05972979,50.10086153,20.05020284,67.59421506,54.82794494,60.21235724,8.382924217,78.61440268,12.25802873,Eugene
75.15083082,41.21614884,34.07358409,29.00239624,22.40745122,69.49555796,55.67781952,54.87350315,13.26379352,42.45235623,11.88126977,Choluteco
71.3772019,66.21441834,72.56034703,46.62392525,24.23559258,70.15169762,69.74605019,49.94969781,21.80810138,77.28147867,12.00412434,Eugene
77.80660271,42.88282644,28.19616206,79.74589322,15.70723442,61.89685986,58.29153395,61.00945124,18.50144175,43.62354139,12.16964066,Choluteco
83.26302642,41.83060097,36.82525803,73.69701955,4.284758769,69.38557212,59.54977259,72.6850217,21.55539577,44.74574079,11.59461572,Choluteco
57.36668458,15.92704636,46.2869485,71.63991799,19.19882291,54.19817143,42.60304591,84.69858153,21.38365543,65.08373832,9.458754686,Dum
49.57801403,30.99307888,98.71421569,62.63521345,13.84200037,64.15853037,34.71185601,10.82400974,21.29066368,48.53023542,11.15142138,Albukerke
68.57642931,24.11917138,73.19304437,60.31068679,12.97614205,59.03686528,42.93018835,18.55256581,12.01684796,68.29072791,8.962672432,Dum
26.77569554,32.10722014,2.290650685,97.19300849,8.18621366,65.36129396,50.86442547,40.19153258,4.094321407,71.97710045,10.99865608,Baxan
57.40457369,69.47663994,56.07447585,40.67119165,24.5757492,71.69978851,68.84478423,26.71987284,12.38986938,61.14582794,12.95756436,Eugene
79.18873905,44.52427375,31.99149813,27.14878494,0.316896132,67.03138203,56.44554712,51.4967902,4.77805713,48.0184267,11.2602221,Choluteco
32.95902491,24.50755746,95.48796505,68.85237187,16.8194462,61.05815905,27.40943559,9.71512782,10.70526101,47.30516562,11.61696819,Albukerke
79.56785691,41.45325976,48.26914601,58.94155663,17.37897241,61.67658561,59.36319797,69.23585038,14.37976052,45.90697104,11.01987887,Choluteco
46.58587207,59.15838581,66.46350382,46.45994185,17.18857418,48.9893998,82.21211018,40.04514572,8.182799004,74.43330728,11.99498864,Eugene
72.45580886,51.64806433,47.14279258,51.56617219,19.30671795,56.42338941,71.7320767,36.95742189,17.44738067,65.6285259,13.94741695,Eugene
52.56460852,53.98941217,49.65769301,32.81986728,23.53396274,45.22418772,81.51450023,52.32222541,16.42751412,68.45440832,12.50185216,Eugene
62.49563528,59.28177548,54.1434077,33.68534623,24.81825486,66.6736052,52.97445542,41.80950427,10.44143484,81.61583832,11.41401446,Eugene
50.89822562,39.00607321,1.044205371,78.79163288,6.353236588,20.92614342,58.60815501,28.01687263,16.95340718,45.3074061,10.15466414,Baxan
44.51052455,30.47936076,96.34715716,68.58032485,12.19757965,69.85997105,48.45418325,0.825432371,1.762845876,55.54498776,10.05833165,Albukerke
64.90509253,16.05731054,63.59129782,70.64893887,48.01350499,52.11695125,33.86697634,89.36247088,10.41486859,63.46381068,9.970828668,Dum
35.80714121,31.21473501,5.077740489,65.21195678,3.590812319,69.16448588,51.26993872,26.67355813,21.90542888,35.00783017,9.52474311,Baxan
31.54236981,33.50288128,10.28493713,47.27773518,10.33955449,64.39419034,56.47022239,42.6104,4.128551524,52.38837451,10.72548913,Baxan
71.11692409,64.3543011,60.84822563,17.22762445,20.63418002,64.32085107,80.30515377,72.96690639,13.11960526,68.28648741,12.89676984,Eugene
74.14495947,19.28926965,48.17837199,74.32293333,15.22734315,54.51990988,21.66389626,82.05600431,14.49010031,74.08874922,8.424052415,Dum
34.11270942,41.98851676,4.606683877,68.91903962,4.519747132,20.03817371,56.08540819,26.6812784,9.140100483,42.77124511,10.74796368,Baxan
66.62731539,22.66978867,53.06329878,67.52073231,12.45743166,54.33261079,33.37373122,15.0725937,11.52796762,70.87118345,8.634387894,Dum
84.26031535,42.37173746,43.0274972,32.09908796,12.11607242,67.65362789,58.48311312,59.7531972,16.50783494,42.76363479,11.37509004,Choluteco
39.45630158,28.55075012,95.15405936,63.44676862,13.27019305,64.22484104,7.375735275,19.54779634,24.68957871,63.09555582,11.51035582,Albukerke
71.13313918,21.4958316,72.12601705,64.47909312,12.96401964,54.84676941,30.76720055,53.02497305,12.00535289,50.99852928,9.199708212,Dum
40.3463561,26.45700844,99.06633917,64.19300075,16.89490915,65.42399216,7.686815265,16.3497975,12.76885944,59.52538815,10.87321403,Albukerke
69.94774277,17.23717755,57.63401429,67.98863726,22.50409577,59.37127709,27.96368897,81.9644538,13.13768637,69.07845213,8.726736456,Dum
78.63446873,44.69684788,27.95229733,72.71968014,2.951214667,56.36800815,58.56449888,74.68194623,4.013697295,40.79350804,12.75214999,Choluteco
84.27081151,42.93413329,49.3930971,73.84255351,1.345937662,73.05754499,59.56875152,56.2723881,16.45405568,43.63974025,12.72454827,Choluteco
20.40006178,36.03811514,5.16053956,60.02971615,0.99901543,47.09986663,54.91953554,38.52013074,3.01366025,64.82380433,10.22150068,Baxan
43.54647205,33.39149103,9.647473539,56.06176719,11.64736299,27.3043682,61.87603331,33.1400927,8.154622578,68.14951553,10.64907202,Baxan
26.10089683,27.97806799,96.95252785,65.38631061,17.2538925,65.65640262,47.34364593,1.746416542,22.96994426,55.00831324,10.0722711,Albukerke
71.52517903,17.4415714,58.30986446,63.5630807,41.8621015,59.26054932,31.79572931,29.39584404,6.959908893,73.5484048,8.948980636,Dum
28.20270888,33.89364003,14.78880679,50.53707875,12.4580686,51.63955525,46.0811901,28.44914266,1.615127648,39.89666837,9.627958763,Baxan
28.31686989,22.48433196,98.06625565,69.52204251,11.318315,63.08099963,71.06242576,12.78119938,18.77592058,59.76722141,10.12912213,Albukerke
81.43933728,44.57827884,41.25324378,57.9515944,21.47265487,62.2904432,57.90853172,57.01324632,27.7027855,41.61489468,11.53125911,Choluteco
79.74494793,41.69531828,48.49595202,32.86943155,0.784879154,72.79097748,58.31630175,70.25881275,12.11387495,44.84755502,12.58500087,Choluteco
17.75334376,39.59507098,14.66751895,81.4697549,7.223037612,1.190537791,48.23957589,25.5159265,24.82054064,49.95481144,9.795408299,Baxan
78.82960215,41.425506,32.5123503,58.66897473,10.05098677,69.98538515,58.21535839,69.264082,17.0660419,41.93573018,12.38733466,Choluteco
75.18779731,43.19601741,48.12877804,37.16645909,20.79534107,68.34138124,58.61384501,66.09492251,4.016571032,43.54690646,12.91448787,Choluteco
72.13025151,75.86579614,62.24991754,39.63694086,19.77676844,68.19829844,80.23219925,53.41781114,16.0113419,63.94307755,13.08888856,Eugene
43.95725331,17.22956065,98.7711449,63.52058133,15.51383308,69.35336312,52.55887741,8.324304369,5.161836737,61.76830475,11.44672427,Albukerke
67.44441737,18.19776362,46.52919134,64.66773681,48.13038079,53.39650107,28.52451036,91.76769827,12.91863873,57.48215827,8.837128159,Dum
72.00917795,64.25931047,45.77309788,38.4169679,19.27579883,51.38497223,52.64243852,64.45616717,8.53844405,63.22990647,13.14950897,Eugene
80.26724172,40.22212104,30.32081864,30.33699935,1.693366021,62.29665169,57.82518918,53.3189526,5.345962624,44.63068924,11.97578445,Choluteco
41.17253602,33.89058047,5.22669759,99.095762,2.197307263,62.39835738,62.71463241,30.07101482,16.28678954,73.62651065,10.36990559,Baxan
47.07595097,30.96108594,98.86926043,66.17475379,13.67641513,65.91267006,40.80652644,18.26343184,9.557075078,56.77035291,10.58422406,Albukerke
55.11503222,16.55082163,62.51194841,63.23264024,29.36354323,50.0180272,25.14456658,89.72124477,13.9080339,57.19110571,8.429309521,Dum
53.15894941,31.19689421,13.38170904,45.71034347,7.728134984,42.09985775,55.2691668,42.91937019,7.2252688,43.37005292,9.142408458,Baxan
47.0648755,60.39822697,51.67949549,26.45428276,16.91596335,72.90626116,97.91645956,52.65059865,5.2577866,86.32940676,11.16862017,Eugene
57.21860784,22.37495629,46.48266224,74.57813187,14.97587481,53.95890382,45.85972617,41.04489644,14.40689507,69.93650693,9.003267697,Dum
84.20667555,40.71486541,35.43015392,57.84182981,2.561527179,56.76853721,59.25576333,56.55965349,33.70104016,45.45568967,12.19628966,Choluteco
69.2887153,19.13110552,46.29556557,68.93845686,36.02679958,58.29909062,33.33224403,25.46010004,10.77156494,51.6148013,8.137616036,Dum
58.76930535,71.08655404,63.90054112,16.3298626,24.59619321,45.26481471,62.20057467,50.02126084,14.74223959,68.09613716,12.48267128,Eugene
70.43381245,58.77414973,45.90642049,59.16631472,24.59588656,58.34707483,52.91537935,56.70761557,17.90192108,66.98696818,13.78163406,Eugene
78.09009,40.94859651,39.8383318,66.65434547,6.468543916,65.65516799,59.83620705,73.86304318,7.223558914,47.64450323,12.57380284,Choluteco
32.29225041,29.28061384,99.7571652,64.62320227,15.46850286,65.07861898,46.60248515,21.79709556,13.53302533,63.51082406,10.56263145,Albukerke
61.56568114,19.66347015,59.46835123,72.33188638,37.72188129,51.32655127,41.1057657,70.49581984,24.53808318,51.39827897,8.621367512,Dum
83.51945293,43.34037481,40.08906549,42.11796294,23.82627893,59.65203444,58.71558643,62.76740171,33.85526367,41.66089917,11.93463633,Choluteco
77.03992263,44.07165518,39.64131427,51.31611894,8.306757446,67.2996208,56.85954256,62.63814856,9.004113545,42.50207803,12.06310705,Choluteco
